prediction_gender,probability,status/day,status count,favorite count,follow/friend,follower count,gender
f,0.75,21.91580756,38265,2,0.75,177,male
f,0.95,3.151563753,3930,1630,1.19123506,897,female
m,0.75,49.7159008,136321,106208,24.91754386,14203,male
m,0.95,4.387263863,14399,2621,2.443661972,1041,male
m,0.95,11.03939158,28305,169,2.88261851,1277,male
f,0.75,0.040909091,45,811,1,20,female
m,0.75,37.21491455,71862,1224,0.923973881,3962,female
f,0.95,0.344689379,516,159,0.425531915,100,female
f,0.75,1.798090692,3767,3812,0.906432749,310,female
m,0.75,7.485785953,17906,1602,4.031707317,1653,male
m,0.75,4.950665188,8931,1646,0.824096386,342,male
f,0.75,25.16035857,25261,33219,0.622144112,354,male
m,0.75,0.333250125,1335,482,0.622641509,66,male
m,0.75,11.92089493,29838,8202,1.544412607,539,female
f,0.95,1.86339381,1746,1674,0.923076923,48,female
m,0.75,14.8744898,29154,14953,1.94980695,1010,male
f,0.75,1.096267191,1674,1338,0.68115942,141,female
m,0.95,50.59321416,138676,12,0.745926373,1236,male
m,0.75,60.00700431,111373,77153,0.254885993,313,male
f,0.75,23.61878807,73667,789,1.927852349,1149,female
m,0.95,3.63801602,11809,4451,2.201128784,4290,male
f,0.95,8.333333333,26450,131,0.491114701,304,female
m,0.75,2.280939476,7575,1008,7.583166333,7568,female
m,0.95,0.281467426,890,354,0.504012841,314,male
m,0.75,0.152700186,246,108,0.063414634,13,male
f,0.95,26.89574468,63205,35964,1.336679537,1731,female
f,0.75,0.008083141,7,1,0.25,2,female
m,0.75,0.65973535,698,117,0.804597701,70,female
m,0.75,5.053106212,10086,13371,1.116766467,373,male
m,0.75,11.58973398,30933,25386,0.795348837,171,male
m,0.75,2.189760115,6116,713,0.973799127,223,male
f,0.95,5.184263618,7709,4070,1.215610048,4065,female
m,0.75,18.86653287,37601,21104,3.97382199,759,male
f,0.95,4.671161375,10739,2724,0.407830343,250,female
f,0.75,1.482088025,1448,2484,0.491525424,29,male
f,0.75,15.01160381,36223,7566,0.31738149,703,male
f,0.75,1.741305068,5257,981,2.964566929,3765,male
m,0.95,7.461158509,16616,9154,0.802,401,male
m,0.75,35.4948037,61477,36586,1.114442779,2230,female
m,0.75,3.443670886,5441,15523,11.79545455,1038,male
m,0.75,1.517135863,2479,128,0.75,30,female
m,0.95,0.984016678,1416,628,0.312252964,79,male
m,0.95,0.030008453,71,1531,1.224137931,710,male
m,0.95,7.05813449,16269,25850,1.080291971,2072,male
m,0.75,2.812128923,6631,1977,2.418604651,208,male
m,0.75,0.138984107,446,60,0.40960452,290,male
m,0.95,2.601297765,3608,3845,1.617021277,228,female
f,0.75,3.101105199,7576,8973,1.199052133,253,female
m,0.95,132.6533776,359358,0,0.911673648,5006,male
m,0.75,0,0,0,0,2,male
m,0.95,0,0,1,0,0,male
m,0.95,1.360461285,4129,2273,19.85553822,63637,male
m,0.75,2.051712993,6348,259,0.650406504,80,male
f,0.75,39.47043011,88098,12232,1.612001209,21330,female
m,0.95,37.49853372,89509,6077,22.61538462,3528,male
m,0.95,7.43001261,17676,12764,1.04787234,394,male
f,0.95,0.966412214,1266,374,2.113459399,1900,female
m,0.95,10.32119914,9640,3942,0.964577657,354,male
f,0.95,3.665467626,6114,21211,1.528784648,717,female
m,0.75,0.010123735,9,1,0.047619048,1,female
m,0.75,69.34062969,231251,7660,2.345360825,2730,female
f,0.75,4.999206979,6304,3736,1.234756098,405,female
m,0.95,5.044591745,16743,22732,1.271878646,1090,male
m,0.95,0.020833333,41,121,1.642857143,23,male
m,0.75,6.970495258,13230,10,0.129753915,58,male
f,0.95,13.31340734,31180,10165,1.814732143,813,female
m,0.75,7.271812081,10835,13735,2.201834862,240,female
f,0.75,5.43E-04,1,0,0.129032258,4,female
f,0.95,5.851975515,10516,5088,4.14953271,444,female
f,0.95,6.843432443,18183,337,1.634801289,1522,female
m,0.95,0.291851852,985,115,0.528384279,242,male
m,0.95,2.469905286,8084,2,3.790697674,326,male
m,0.75,3.664909639,9734,4005,0.961672474,276,female
f,0.95,5.481585082,11758,15759,1.851351351,411,female
m,0.95,0.005464481,7,1897,0.244541485,56,male
m,0.75,16.35451761,42718,2753,0.581691036,915,male
m,0.75,15.14738394,41110,6517,1.513178295,976,male
m,0.75,24.92475248,62935,7043,0.916155419,448,female
f,0.75,10.81401384,12501,1923,0.737752161,256,female
f,0.95,34.70033784,102713,125223,15.69829684,12904,female
f,0.75,9.845303867,19602,5339,11.78873239,1674,female
f,0.75,13.69164265,19004,6310,1.603508772,457,female
m,0.95,9.521409214,17567,14990,1.384920635,698,female
m,0.75,2.948028674,4935,1454,2.74537037,593,male
f,0.75,80.75740741,130827,6912,1.461368653,662,female
m,0.95,0,0,9,0.466666667,14,male
f,0.75,22.1784157,61035,36,0.407291667,782,female
f,0.75,0.230347349,252,3784,0.15862069,69,female
f,0.75,0.782178218,790,2526,1.227272727,54,female
f,0.95,18.32165899,59637,13702,1.524390244,750,female
f,0.75,1.61453202,3933,2250,3.885714286,136,male
f,0.95,10.29086276,28269,341,0.646464646,192,female
f,0.95,35.55009174,96874,38298,1.27176781,964,female
m,0.75,4.57456446,13129,13269,1.99154334,942,male
m,0.95,16.75284943,55854,16927,1.186108979,3091,male
f,0.95,8.172764228,24126,2425,1.173431734,636,female
m,0.75,3.127069133,6423,7068,1.706638116,1594,male
m,0.75,23.66317907,58803,0,1.949318219,71193,male
f,0.75,25.61811877,59101,18285,104.0526316,35586,female
m,0.75,42.01025822,118763,1826,1.419019316,955,male
m,0.95,0.009581882,11,856,166.2957746,35421,male
m,0.75,2.818818381,6441,4374,1.32123412,728,male
m,0.75,1.530269058,4095,8688,0.946188341,211,male
f,0.75,105.9496318,359699,15853,1.747527632,3004,male
m,0.95,12.25916795,39781,1,0.566462168,554,male
f,0.75,12.3884321,43694,4618,6.678451178,3967,female
f,0.95,3.807043287,5189,52203,6.684210526,1016,female
f,0.75,12.13714286,14868,20900,0.912621359,94,female
m,0.95,0.642577031,1147,35,0.203703704,11,male
m,0.75,121.8364215,420823,18,9.208215297,6501,male
m,0.75,5.075208914,7288,5717,1.598192276,1945,male
m,0.95,13.24571667,31697,4797,0.910265789,7466,male
f,0.75,2.841520468,4859,2238,0.567695962,239,female
m,0.75,0.002361275,4,49,22.81818182,251,female
f,0.95,8.570130383,21691,13260,1.070149254,717,female
m,0.75,2.82576229,4541,3352,1.28990228,396,female
m,0.75,43.3252924,59269,21164,2.10770235,3229,male
m,0.75,0.154166667,148,109,1.137254902,58,male
m,0.75,45.0174538,87694,142464,2.29590708,4151,male
m,0.75,1.949455206,6441,60,0.394052045,106,female
m,0.95,0.968181818,1491,1336,1.366197183,194,male
f,0.75,7.099029126,21936,8333,1.023655914,476,male
m,0.75,3.957119741,9782,1538,2.521126761,895,male
f,0.75,2.96309631,9876,1633,0.477941176,390,male
m,0.75,1.449925262,3880,7128,0.157953281,142,male
m,0.95,45.78793419,75138,1300,13.19298246,752,male
m,0.75,7.176800748,7672,913,0.177091478,453,male
f,0.75,7.938709677,14766,10379,8.028938907,2497,female
m,0.75,0.571684588,957,991,1.662857143,873,female
m,0.75,36.66686321,124374,79692,34.34136546,17102,female
m,0.75,18.44995045,37232,8332,1.265129683,439,male
f,0.95,0.292770009,984,123,0.283236994,49,female
m,0.75,1.317564948,3398,566,2.097902098,600,female
f,0.75,0.061285501,41,1,1.88372093,81,male
m,0.75,2.820375335,6312,294,0.579387187,208,male
m,0.95,20.31277533,50721,16392,0.614799447,1778,male
m,0.75,49.1846729,131569,12657,11.36163982,7760,female
m,0.75,3.443708609,6240,3133,0.471849866,352,male
m,0.75,7.460084034,24857,22333,1.324074074,286,female
f,0.95,3.404191617,7959,4730,0.684745763,404,female
f,0.75,8.060443764,10535,0,2.053344623,4850,female
f,0.95,6.052749719,16179,4193,1.658258747,2038,male
m,0.75,8.967255335,24373,132,1.548672566,700,male
m,0.75,8.175847458,7718,4789,0.207407407,28,male
m,0.75,21.60952786,50804,4645,0.524344569,560,male
m,0.95,199.4034843,286144,62779,1.033066554,9810,male
m,0.75,25.2593275,54838,50799,1.066449511,3274,female
m,0.75,291.5268817,325344,34,1.044678363,4466,female
m,0.75,12.62108037,47897,1410,31.45153061,12329,male
f,0.75,0.293219304,480,283,1.551724138,45,female
m,0.95,10.90032924,36418,17953,0.517269076,1288,male
m,0.95,2.027906977,3488,77,0.797619048,67,male
f,0.75,30.09205231,59823,7145,2.833333333,561,female
m,0.75,5.956223456,18232,856,1.225,343,male
f,0.75,10.59742206,35353,17478,0.322880372,556,male
f,0.95,7.111977321,10035,3785,1.951612903,121,female
m,0.95,29.97450876,56442,1663,1.085612366,913,male
f,0.75,29.394003,98029,399,0.177483974,886,female
m,0.95,9.994954591,9905,15912,0.840720502,4154,male
m,0.95,0.95562701,1486,4013,0.220113852,116,male
m,0.95,3.256767516,8181,1466,7.636281588,8461,male
f,0.95,2.728029602,8847,12806,0.69266055,302,female
m,0.95,2.918709677,6786,180,0.082788671,38,male
m,0.75,32.96950797,95150,22196,1.067814855,992,male
f,0.75,8.88028169,12610,445,1.751256281,697,male
m,0.95,129.7037037,199614,46967,1.154211151,6811,male
m,0.75,30.03141971,77421,5578,1.703324808,666,male
f,0.75,14.56852159,35081,38441,1.675324675,1290,female
f,0.95,1.578133333,2959,144,0.857142857,36,female
f,0.75,55.77070828,92914,153753,1.998313659,1185,male
m,0.95,2.819921705,6483,7763,2.117977528,377,male
f,0.95,1.991015274,6648,288,2.396270396,1028,female
m,0.95,7.047195622,10303,9917,0.696202532,1155,male
m,0.75,15.08802178,16627,27462,0.342105263,182,female
m,0.75,0.242400316,614,230,0.965517241,56,male
m,0.75,0.725735755,2318,532,0.485875706,86,male
f,0.95,1.583506996,5319,367,2.6,663,female
m,0.95,20.53303965,37288,13093,0.822660099,501,male
m,0.75,66.96532334,142904,5922,2.941919192,1165,male
m,0.75,52.57913931,72086,59719,2.403614458,1995,male
f,0.95,1.820957668,5248,494,0.277945619,92,female
m,0.95,0.967702866,2397,14,1.714285714,96,male
m,0.95,7.615918803,14257,2720,1.307692308,391,female
f,0.75,23.39019608,23858,4961,1.643243243,304,female
m,0.95,42.74810893,113026,62,2.107266436,609,male
f,0.95,0.631924615,2213,94,1.153696498,593,female
f,0.75,0.796982167,2324,6707,1.037313433,139,female
f,0.75,60.79576923,158069,10157,24,7032,male
f,0.75,19.2782906,56389,4279,4.014379085,3071,female
f,0.95,0.569327731,1084,630,0.114754098,28,female
f,0.75,58.52238806,137235,2376,1.135758363,3497,male
f,0.95,16.73942811,41564,20198,0.724852071,490,female
m,0.75,46.7440273,82176,16600,2.171073095,1396,female
m,0.75,0.851111111,1915,90,0.742957746,211,male
f,0.95,2.525147929,3414,1109,8.836363636,486,female
f,0.75,1.174023769,2766,5009,1.228070175,210,male
m,0.75,13.76205288,44245,15753,1.523243243,1409,female
f,0.95,0.45105673,811,2457,0.768558952,176,female
m,0.75,0.134589502,200,48,0.084985836,30,male
m,0.95,135.9217759,321455,26,11.98984772,2362,male
m,0.95,1.255894373,3995,829,0.711340206,138,male
f,0.95,14.03208556,31488,56,0.197619048,83,female
m,0.75,6.401666667,15364,444,1.424242424,846,female
m,0.75,0.085876508,121,82,0.642105263,61,male
m,0.75,0.82688172,769,711,0.411111111,37,female
f,0.95,1.647041153,5483,50704,10.7910859,66581,female
f,0.95,1.264716772,3416,3308,1.251121076,279,female
m,0.95,4.512677267,10501,47641,0.465962767,1677,male
f,0.75,5.21976593,8028,153,0.811946903,367,female
m,0.75,10.27768371,30350,3088,1.45620438,399,male
m,0.75,50.00189484,105554,120798,4.439914163,2069,male
m,0.75,13.0518732,18116,3058,1.591549296,1243,male
m,0.75,20.38344227,28068,19355,1.185678601,7120,female
m,0.75,81.27165143,151084,158670,1.475979772,2335,male
f,0.75,3.924788468,12524,1937,2.459016393,150,female
f,0.95,1.87254902,2101,34561,729.5555556,6566,female
f,0.75,14.77470629,21379,82,4.831578947,918,female
m,0.95,2.640654032,7106,9952,1.872127872,1874,male
m,0.75,11.37849162,24441,18672,56.26160338,440022,male
f,0.75,9.291404612,8864,1206,13.51689189,4001,female
f,0.75,9.742371815,30971,242,0.823943662,351,female
f,0.75,29.40067829,60683,21809,4.375,420,female
m,0.75,0.514922813,1501,4,0.515316542,757,male
f,0.75,3.115321923,7645,5850,1.3984375,537,female
m,0.75,26.24334601,62118,6522,4.673640167,2234,male
m,0.95,1.474690664,5244,1015,0.450811843,472,male
f,0.75,13.42875932,30631,982,2.814720812,1109,female
m,0.95,3.737724084,9591,4426,2.316810345,1075,male
m,0.95,3.847571942,8557,118,0.211150132,481,male
m,0.75,5.580152672,13158,2322,1.284172662,1071,male
f,0.95,27.22042341,65574,16077,23.77777778,856,female
m,0.75,133.7927928,297020,8972,5.896443515,5637,female
m,0.95,0.41598916,614,117,1.052083333,202,male
f,0.75,40.69895917,101666,23880,1.012969283,1484,male
m,0.75,2.241003931,7411,46,0.668965517,679,male
f,0.75,9.013986014,18046,16896,2.158385093,695,female
m,0.75,149.3730862,185372,1,0,24,male
m,0.95,0.173932997,379,55,0.85,17,male
m,0.95,57.43706149,139170,22286,1.061728395,2924,male
m,0.95,3.985594796,8577,12156,0.957928803,296,male
f,0.95,132.1926842,256586,50788,125.5319149,5900,female
m,0.95,5.144914491,17148,205,2.537749288,3563,male
m,0.75,30.37874837,46601,28955,0.766505636,2380,female
f,0.75,1.487252125,1050,277,0.952380952,20,female
m,0.75,12.09465021,29390,34144,1.797695262,1404,male
f,0.95,5.600433302,18095,1015,1.818181818,880,female
m,0.95,17.56149441,64398,1126,4.275559105,5353,female
m,0.95,63.1773494,131093,29611,0.706323185,1508,male
f,0.75,9.011698643,19258,9503,1.105839416,303,female
m,0.75,15.40843421,39461,49454,1.283985102,1379,male
m,0.75,0.595038168,1559,232,0.41796875,107,male
f,0.95,32.73965232,79099,5299,1.324291742,2197,male
m,0.75,26.07024496,72371,21716,0.946284691,2114,male
f,0.75,3.440140845,977,1309,0.235955056,21,female
m,0.95,29.51321928,94885,78148,1.418001526,5577,male
f,0.95,35.83033671,109605,25663,1.426111908,994,male
m,0.75,6.513381995,10708,4039,0.73441503,860,female
m,0.95,34.30112283,100811,7,0.657024793,636,male
m,0.75,2.610349127,8374,4048,2.925925926,2449,male
m,0.75,34.69253188,95231,1531,1.582568807,690,female
f,0.75,2.59517846,8289,2862,0.643137255,164,female
m,0.75,2.475459199,8221,23,0.132653061,143,male
m,0.75,26.06110602,85298,0,2.389937107,1520,male
m,0.95,0.261950287,274,78,0.212121212,42,male
m,0.95,0.567955112,911,16,0.194736842,37,male
m,0.75,3.448459384,12311,12718,0.600162536,1477,male
m,0.75,7.274715661,8315,952,6.274336283,709,female
f,0.95,5.400729705,17763,1842,0.91109884,3300,female
m,0.75,13.85887586,34273,40672,0.772626932,700,female
m,0.95,7.314423077,15214,4941,1.045454545,506,male
f,0.95,5.537112561,13577,18329,1.823361823,640,female
f,0.95,0.058871627,216,261,463.625,7418,male
f,0.95,1.998355263,3645,15046,0.275268817,256,female
m,0.75,0.195024077,486,424,0.316793893,83,male
f,0.95,1.655462185,3152,2639,10.98500882,12457,female
m,0.75,119.7875181,412668,21851,0.910104908,30190,male
m,0.75,0.606712565,705,9751,0.696969697,138,male
m,0.95,3.362084456,3742,128,0.104490138,249,male
m,0.95,13.46605037,42243,64503,0.922425952,654,male
m,0.95,3.230039768,10559,11119,0.833922261,236,female
f,0.75,8.253736921,22087,19693,2.059936909,653,female
m,0.95,8.522088353,27586,1634,7.263157895,276,male
f,0.75,0,0,0,0.717948718,28,female
m,0.95,12.22028649,31565,52,0.372002592,1148,male
m,0.75,0.098221504,243,53,0.391304348,18,male
f,0.95,18.40135766,43372,961,0.46935867,988,female
m,0.75,83.07446809,156180,0,0,30,male
m,0.95,0.292697466,982,412,0.478325859,320,male
f,0.95,10.4792176,34288,13231,3.120879121,852,female
f,0.75,16.44573171,53942,23906,0.576375246,2347,female
m,0.75,70.46858441,186178,30042,1.337925327,27485,male
f,0.75,4.402357765,8589,7546,2.046954315,1613,female
m,0.75,9.084024896,8757,3251,0.985024958,592,male
m,0.75,3.217964439,10497,2209,0.841121495,90,male
m,0.95,0.197763578,619,65,0.378912685,230,male
f,0.75,6.097442681,13829,64745,1.962343096,469,female
f,0.95,12.11357074,25172,19120,2.30952381,679,female
f,0.75,3.542914172,8875,4716,1.033269962,1087,male
f,0.75,0.614887961,1619,797,0.51754386,118,female
f,0.75,18.17258883,46540,4016,1.640642939,1429,male
m,0.75,2.580738178,4475,6770,1.670940171,782,female
m,0.95,8.641202904,24999,3693,1.068535826,343,male
f,0.75,8.579586877,14122,5118,2.26119403,909,female
f,0.95,13.19763396,18965,12609,1.915178571,429,female
m,0.75,9.873611111,28436,26822,1.633736822,4184,male
m,0.75,5.330764488,17293,49,0.904534606,1895,female
f,0.95,5.689072165,13796,31667,1.44,540,female
m,0.75,26.98133803,76627,42026,1.224474474,1631,female
f,0.75,0.857096141,2621,361,0.902439024,111,male
m,0.95,1.671928196,5402,5357,0.08084449,157,male
m,0.75,0.736955584,1709,0,0.760098928,922,female
m,0.75,3.647989155,8073,1312,1.241050119,520,male
f,0.95,18.05815279,31674,9694,5.235294118,1869,female
f,0.95,13.65054945,37266,48561,4.09122807,2332,female
m,0.95,20.34078014,57361,70263,0.751322751,284,male
f,0.75,2.667621777,4655,5514,1.231678487,521,female
f,0.75,46.48425532,109238,17527,0.546878263,2619,female
m,0.75,43.48105548,64265,0,19.33333333,58,male
f,0.75,5.10328415,10722,3751,1.818414322,711,female
f,0.75,50.21345708,108210,4737,2.457309942,2101,female
m,0.75,6.681559708,16450,420,0.621077184,2929,male
m,0.95,122.4242868,334708,1454,0.985880399,1187,male
m,0.95,4.327516234,10663,3806,71.37681159,4925,male
f,0.75,0.142069413,438,283,0.737623762,298,male
m,0.95,1.353864377,4572,1641,0.604129264,673,male
m,0.75,16.07145662,40934,561,1.272590361,845,female
f,0.75,5.330967742,8263,408,0.590425532,333,male
f,0.75,2.438284839,7961,3769,0.226012793,106,female
m,0.75,80.98454405,157191,7247,1.492870722,3141,female
f,0.95,22.0538514,64706,33716,64.22751323,12139,female
f,0.95,0.560934891,672,40,12.65517241,367,female
f,0.95,4.044730392,13202,304,0.136487716,150,female
